cycle,layer_name,layer_type,layer_power_including_idle_power_micro_watt,layer_power_excluding_idle_power_micro_watt,layer_run_time
26249,_feat_conv2,Conv2d,,,0.07107199728488922
26249,_classifer_fc1,Linear,,,0.02409599907696247
26249,_classifer_fc2,Linear,,,0.016224000602960587
26249,_classifer_fc3,Linear,,,0.016416000202298164
26250,_feat_conv1,Conv2d,,,0.06937599927186966
26250,_feat_conv2,Conv2d,,,0.06985600292682648
26250,_classifer_fc1,Linear,,,0.024191999807953835
26250,_classifer_fc2,Linear,,,0.016224000602960587
26250,_classifer_fc3,Linear,,,0.012575999833643436
26251,_feat_conv1,Conv2d,,,0.06841599941253662
26251,_feat_conv2,Conv2d,,,0.07788799703121185
26251,_classifer_fc1,Linear,,,0.024032000452280045
26251,_classifer_fc2,Linear,,,0.016416000202298164
26251,_classifer_fc3,Linear,,,0.012768000364303589
26252,_feat_conv1,Conv2d,,,0.06809599697589874
26252,_feat_conv2,Conv2d,,,0.06870400160551071
26252,_classifer_fc1,Linear,,,0.024447999894618988
26252,_classifer_fc2,Linear,,,0.0161920003592968
26252,_classifer_fc3,Linear,7303296.0,3120972.201034292,0.0161920003592968
26253,_feat_conv1,Conv2d,,,0.06931199878454208
26253,_feat_conv2,Conv2d,,,0.0719040036201477
26253,_classifer_fc1,Linear,,,0.024320000782608986
26253,_classifer_fc2,Linear,,,0.016224000602960587
26253,_classifer_fc3,Linear,,,0.012736000120639801
26254,_feat_conv1,Conv2d,,,0.06784000247716904
26254,_feat_conv2,Conv2d,7303296.0,3120972.201034292,0.06585600227117538
26254,_classifer_fc1,Linear,,,0.024224000051617622
26254,_classifer_fc2,Linear,,,0.016256000846624374
26254,_classifer_fc3,Linear,,,0.016575999557971954
26255,_feat_conv1,Conv2d,,,0.06800000369548798
26255,_feat_conv2,Conv2d,,,0.06870400160551071
26255,_classifer_fc1,Linear,,,0.024383999407291412
26255,_classifer_fc2,Linear,,,0.0163199994713068
26255,_classifer_fc3,Linear,,,0.016224000602960587
26256,_feat_conv1,Conv2d,,,0.06950400024652481
26256,_feat_conv2,Conv2d,,,0.07103999704122543
26256,_classifer_fc1,Linear,,,0.024032000452280045
26256,_classifer_fc2,Linear,,,0.01616000011563301
26256,_classifer_fc3,Linear,,,0.016095999628305435
26257,_feat_conv1,Conv2d,,,0.06614399701356888
26257,_feat_conv2,Conv2d,,,0.07094399631023407
26257,_classifer_fc1,Linear,,,0.02409599907696247
26257,_classifer_fc2,Linear,,,0.01635199971497059
26257,_classifer_fc3,Linear,,,0.01616000011563301
26258,_feat_conv1,Conv2d,,,0.06771200150251389
26258,_feat_conv2,Conv2d,,,0.0692799985408783
26258,_classifer_fc1,Linear,,,0.023903999477624893
26258,_classifer_fc2,Linear,,,0.016256000846624374
26258,_classifer_fc3,Linear,,,0.012671999633312225
26259,_feat_conv1,Conv2d,,,0.06668800115585327
26259,_feat_conv2,Conv2d,,,0.07155200093984604
26259,_classifer_fc1,Linear,,,0.02454400062561035
26259,_classifer_fc2,Linear,,,0.016256000846624374
26259,_classifer_fc3,Linear,,,0.01648000068962574
26260,_feat_conv1,Conv2d,,,0.0684799998998642
26260,_feat_conv2,Conv2d,,,0.0716480016708374
26260,_classifer_fc1,Linear,,,0.024159999564290047
26260,_classifer_fc2,Linear,,,0.016224000602960587
26260,_classifer_fc3,Linear,,,0.012640000320971012
26261,_feat_conv1,Conv2d,,,0.06934399902820587
26261,_feat_conv2,Conv2d,,,0.07763200253248215
26261,_classifer_fc1,Linear,,,0.024224000051617622
26261,_classifer_fc2,Linear,,,0.01635199971497059
26261,_classifer_fc3,Linear,,,0.01648000068962574
26262,_feat_conv1,Conv2d,,,0.0684799998998642
26262,_feat_conv2,Conv2d,,,0.07088000327348709
26262,_classifer_fc1,Linear,,,0.02393599972128868
26262,_classifer_fc2,Linear,,,0.016416000202298164
26262,_classifer_fc3,Linear,,,0.012736000120639801
26263,_feat_conv1,Conv2d,,,0.06611199676990509
26263,_feat_conv2,Conv2d,,,0.07753600180149078
26263,_classifer_fc1,Linear,,,0.024288000538945198
26263,_classifer_fc2,Linear,,,0.0161920003592968
26263,_classifer_fc3,Linear,,,0.016224000602960587
26264,_feat_conv1,Conv2d,7303296.0,3120972.201034292,0.06915199756622314
26264,_feat_conv2,Conv2d,,,0.06966400146484375
26264,_classifer_fc1,Linear,,,0.024480000138282776
26264,_classifer_fc2,Linear,,,0.016224000602960587
26264,_classifer_fc3,Linear,,,0.012575999833643436
26265,_feat_conv1,Conv2d,,,0.06867200136184692
26265,_feat_conv2,Conv2d,,,0.07020799815654755
26265,_classifer_fc1,Linear,,,0.02412799932062626
26265,_classifer_fc2,Linear,,,0.0161920003592968
26265,_classifer_fc3,Linear,,,0.0161920003592968
26266,_feat_conv1,Conv2d,,,0.06854400038719177
26266,_feat_conv2,Conv2d,,,0.5910400152206421
26266,_classifer_fc1,Linear,,,0.02409599907696247
26266,_classifer_fc2,Linear,,,0.01616000011563301
26266,_classifer_fc3,Linear,,,0.012608000077307224
26267,_feat_conv1,Conv2d,,,0.06950400024652481
26267,_feat_conv2,Conv2d,,,0.07846400141716003
26267,_classifer_fc1,Linear,,,0.023903999477624893
26267,_classifer_fc2,Linear,,,0.01616000011563301
26267,_classifer_fc3,Linear,,,0.013279999606311321
26268,_feat_conv1,Conv2d,,,0.06969600170850754
26268,_feat_conv2,Conv2d,,,0.06684800237417221
26268,_classifer_fc1,Linear,,,0.02412799932062626
26268,_classifer_fc2,Linear,,,0.016287999227643013
26268,_classifer_fc3,Linear,,,0.012608000077307224
26269,_feat_conv1,Conv2d,,,0.06854400038719177
26269,_feat_conv2,Conv2d,,,0.07769600301980972
26269,_classifer_fc1,Linear,,,0.024000000208616257
26269,_classifer_fc2,Linear,,,0.016256000846624374
26269,_classifer_fc3,Linear,,,0.012512000277638435
26270,_feat_conv1,Conv2d,,,0.06905599683523178
26270,_feat_conv2,Conv2d,,,0.06950400024652481
26270,_classifer_fc1,Linear,,,0.024320000782608986
26270,_classifer_fc2,Linear,,,0.016256000846624374
26270,_classifer_fc3,Linear,,,0.01651199907064438
26271,_feat_conv1,Conv2d,,,0.06656000018119812
26271,_feat_conv2,Conv2d,,,0.07833600044250488
26271,_classifer_fc1,Linear,,,0.024383999407291412
26271,_classifer_fc2,Linear,,,0.016224000602960587
26271,_classifer_fc3,Linear,,,0.012543999589979649
26272,_feat_conv1,Conv2d,,,0.06784000247716904
26272,_feat_conv2,Conv2d,,,0.06956800073385239
26272,_classifer_fc1,Linear,,,0.024288000538945198
26272,_classifer_fc2,Linear,,,0.01616000011563301
26272,_classifer_fc3,Linear,,,0.01648000068962574
26273,_feat_conv1,Conv2d,7303296.0,3120972.201034292,0.0684799998998642
26273,_feat_conv2,Conv2d,,,0.07423999905586243
26273,_classifer_fc1,Linear,,,0.02393599972128868
26273,_classifer_fc2,Linear,,,0.016287999227643013
26273,_classifer_fc3,Linear,,,0.01664000004529953
26274,_feat_conv1,Conv2d,,,0.06940799951553345
26274,_feat_conv2,Conv2d,,,0.07196799665689468
26274,_classifer_fc1,Linear,,,0.024288000538945198
26274,_classifer_fc2,Linear,,,0.016224000602960587
26274,_classifer_fc3,Linear,,,0.016448000445961952
26275,_feat_conv1,Conv2d,,,0.06630399823188782
26275,_feat_conv2,Conv2d,,,0.07228799909353256
26275,_classifer_fc1,Linear,,,0.024288000538945198
26275,_classifer_fc2,Linear,,,0.016224000602960587
26275,_classifer_fc3,Linear,,,0.016224000602960587
26276,_feat_conv1,Conv2d,,,0.06857600063085556
26276,_feat_conv2,Conv2d,,,0.07791999727487564
26276,_classifer_fc1,Linear,,,0.02457600086927414
26276,_classifer_fc2,Linear,,,0.0161920003592968
26276,_classifer_fc3,Linear,,,0.01651199907064438
26277,_feat_conv1,Conv2d,,,0.06880000233650208
26277,_feat_conv2,Conv2d,,,0.07110399752855301
26277,_classifer_fc1,Linear,,,0.024480000138282776
26277,_classifer_fc2,Linear,,,0.0161920003592968
26277,_classifer_fc3,Linear,,,0.012703999876976013
26278,_feat_conv1,Conv2d,,,0.06905599683523178
26278,_feat_conv2,Conv2d,,,0.07507199794054031
26278,_classifer_fc1,Linear,,,0.02595200017094612
26278,_classifer_fc2,Linear,,,0.016256000846624374
26278,_classifer_fc3,Linear,,,0.01651199907064438
26279,_feat_conv1,Conv2d,,,0.06646399945020676
26279,_feat_conv2,Conv2d,,,0.07132799923419952
26279,_classifer_fc1,Linear,,,0.02425600029528141
26279,_classifer_fc2,Linear,,,0.0163199994713068
26279,_classifer_fc3,Linear,,,0.012640000320971012
26280,_feat_conv1,Conv2d,,,0.0684799998998642
26280,_feat_conv2,Conv2d,,,0.07785599678754807
26280,_classifer_fc1,Linear,,,0.024320000782608986
26280,_classifer_fc2,Linear,,,0.016224000602960587
26280,_classifer_fc3,Linear,,,0.012608000077307224
26281,_feat_conv1,Conv2d,,,0.06652799993753433
26281,_feat_conv2,Conv2d,,,0.0716480016708374
26281,_classifer_fc1,Linear,,,0.024032000452280045
26281,_classifer_fc2,Linear,,,0.016224000602960587
26281,_classifer_fc3,Linear,,,0.01651199907064438
26282,_feat_conv1,Conv2d,,,0.06947200000286102
26282,_feat_conv2,Conv2d,,,0.07145600020885468
26282,_classifer_fc1,Linear,,,0.025855999439954758
26282,_classifer_fc2,Linear,,,0.0161920003592968
26282,_classifer_fc3,Linear,,,0.012640000320971012
26283,_feat_conv1,Conv2d,,,0.06761600077152252
26283,_feat_conv2,Conv2d,,,0.07267200201749802
26283,_classifer_fc1,Linear,,,0.02409599907696247
26283,_classifer_fc2,Linear,,,0.01635199971497059
26283,_classifer_fc3,Linear,,,0.016416000202298164
26284,_feat_conv1,Conv2d,,,0.06835199892520905
26284,_feat_conv2,Conv2d,,,0.07097599655389786
26284,_classifer_fc1,Linear,,,0.023903999477624893
26284,_classifer_fc2,Linear,,,0.016224000602960587
26284,_classifer_fc3,Linear,,,0.016448000445961952
26285,_feat_conv1,Conv2d,,,0.06614399701356888
26285,_feat_conv2,Conv2d,,,0.07487999647855759
26285,_classifer_fc1,Linear,,,0.024607999250292778
26285,_classifer_fc2,Linear,,,0.016127999871969223
26285,_classifer_fc3,Linear,,,0.016543999314308167
26286,_feat_conv1,Conv2d,,,0.06678400188684464
26286,_feat_conv2,Conv2d,7303296.0,3120972.201034292,0.07039999961853027
26286,_classifer_fc1,Linear,,,0.024480000138282776
26286,_classifer_fc2,Linear,,,0.016127999871969223
26286,_classifer_fc3,Linear,,,0.016095999628305435
26287,_feat_conv1,Conv2d,,,0.06828799843788147
26287,_feat_conv2,Conv2d,,,0.07744000107049942
26287,_classifer_fc1,Linear,,,0.02489599958062172
26287,_classifer_fc2,Linear,,,0.0163199994713068
26287,_classifer_fc3,Linear,,,0.01651199907064438
26288,_feat_conv1,Conv2d,,,0.06860800087451935
26288,_feat_conv2,Conv2d,,,0.07843200117349625
26288,_classifer_fc1,Linear,,,0.02409599907696247
26288,_classifer_fc2,Linear,,,0.016224000602960587
26288,_classifer_fc3,Linear,,,0.012608000077307224
26289,_feat_conv1,Conv2d,,,0.06694400310516357
26289,_feat_conv2,Conv2d,,,0.07833600044250488
26289,_classifer_fc1,Linear,,,0.02412799932062626
26289,_classifer_fc2,Linear,,,0.016287999227643013
26289,_classifer_fc3,Linear,,,0.016416000202298164
26290,_feat_conv1,Conv2d,,,0.5474240183830261
26290,_feat_conv2,Conv2d,,,0.07820799946784973
26290,_classifer_fc1,Linear,,,0.02643200010061264
26290,_classifer_fc2,Linear,,,0.0161920003592968
26290,_classifer_fc3,Linear,,,0.016127999871969223
26291,_feat_conv1,Conv2d,,,0.06854400038719177
26291,_feat_conv2,Conv2d,,,0.06918399780988693
26291,_classifer_fc1,Linear,,,0.02457600086927414
26291,_classifer_fc2,Linear,,,0.016256000846624374
26291,_classifer_fc3,Linear,,,0.01244799979031086
26292,_feat_conv1,Conv2d,7303296.0,3120972.201034292,0.06860800087451935
26292,_feat_conv2,Conv2d,,,0.07180800288915634
26292,_classifer_fc1,Linear,,,0.023840000852942467
26292,_classifer_fc2,Linear,,,0.01616000011563301
26292,_classifer_fc3,Linear,,,0.016448000445961952
26293,_feat_conv1,Conv2d,,,0.06691200286149979
26293,_feat_conv2,Conv2d,,,0.07532799988985062
26293,_classifer_fc1,Linear,,,0.024191999807953835
26293,_classifer_fc2,Linear,,,0.016256000846624374
26293,_classifer_fc3,Linear,,,0.012640000320971012
26294,_feat_conv1,Conv2d,,,0.06809599697589874
26294,_feat_conv2,Conv2d,,,0.5447360277175903
26294,_classifer_fc1,Linear,,,0.024351999163627625
26294,_classifer_fc2,Linear,,,0.01648000068962574
26294,_classifer_fc3,Linear,,,0.01651199907064438
26295,_feat_conv1,Conv2d,,,0.06755200028419495
26295,_feat_conv2,Conv2d,,,0.07017599791288376
26295,_classifer_fc1,Linear,,,0.02473600022494793
26295,_classifer_fc2,Linear,,,0.016416000202298164
26295,_classifer_fc3,Linear,,,0.01616000011563301
26296,_feat_conv1,Conv2d,,,0.06880000233650208
26296,_feat_conv2,Conv2d,,,0.06937599927186966
26296,_classifer_fc1,Linear,,,0.02425600029528141
26296,_classifer_fc2,Linear,,,0.016095999628305435
26296,_classifer_fc3,Linear,,,0.01651199907064438
26297,_feat_conv1,Conv2d,,,0.06617599725723267
26297,_feat_conv2,Conv2d,,,0.06966400146484375
26297,_classifer_fc1,Linear,,,0.02412799932062626
26297,_classifer_fc2,Linear,,,0.01651199907064438
26297,_classifer_fc3,Linear,,,0.0161920003592968
26298,_feat_conv1,Conv2d,,,0.06803199648857117
26298,_feat_conv2,Conv2d,,,0.06960000097751617
26298,_classifer_fc1,Linear,,,0.024288000538945198
26298,_classifer_fc2,Linear,,,0.01616000011563301
26298,_classifer_fc3,Linear,,,0.012640000320971012
26299,_feat_conv1,Conv2d,,,0.0692799985408783
26299,_feat_conv2,Conv2d,,,0.07126399874687195
26299,_classifer_fc1,Linear,,,0.024191999807953835
26299,_classifer_fc2,Linear,,,0.016224000602960587
26299,_classifer_fc3,Linear,,,0.01651199907064438
26300,_feat_conv1,Conv2d,,,0.06835199892520905
26300,_feat_conv2,Conv2d,,,0.07171200215816498
26300,_classifer_fc1,Linear,,,0.02393599972128868
26300,_classifer_fc2,Linear,,,0.01603199914097786
26300,_classifer_fc3,Linear,,,0.012671999633312225
26301,_feat_conv1,Conv2d,,,0.06656000018119812
26301,_feat_conv2,Conv2d,,,0.07449600100517273
26301,_classifer_fc1,Linear,,,0.024288000538945198
26301,_classifer_fc2,Linear,,,0.0163199994713068
26301,_classifer_fc3,Linear,,,0.016672000288963318
26302,_feat_conv1,Conv2d,,,0.06854400038719177
26302,_feat_conv2,Conv2d,,,0.07036799937486649
26302,_classifer_fc1,Linear,,,0.02412799932062626
26302,_classifer_fc2,Linear,,,0.016224000602960587
26302,_classifer_fc3,Linear,,,0.012608000077307224
26303,_feat_conv1,Conv2d,,,0.06723199784755707
26303,_feat_conv2,Conv2d,,,0.07443200051784515
26303,_classifer_fc1,Linear,7303296.0,3120972.201034292,0.024032000452280045
26303,_classifer_fc2,Linear,,,0.016224000602960587
26303,_classifer_fc3,Linear,,,0.016575999557971954
26304,_feat_conv1,Conv2d,,,0.06886400282382965
26304,_feat_conv2,Conv2d,,,0.06940799951553345
26304,_classifer_fc1,Linear,,,0.02393599972128868
26304,_classifer_fc2,Linear,,,0.0161920003592968
26304,_classifer_fc3,Linear,,,0.012608000077307224
26305,_feat_conv1,Conv2d,,,0.06844799965620041
26305,_feat_conv2,Conv2d,,,0.07065600156784058
26305,_classifer_fc1,Linear,,,0.02425600029528141
26305,_classifer_fc2,Linear,,,0.016448000445961952
26305,_classifer_fc3,Linear,,,0.016575999557971954
26306,_feat_conv1,Conv2d,,,0.06790400296449661
26306,_feat_conv2,Conv2d,,,0.07209599763154984
26306,_classifer_fc1,Linear,,,0.02409599907696247
26306,_classifer_fc2,Linear,,,0.016224000602960587
26306,_classifer_fc3,Linear,,,0.0163199994713068
26307,_feat_conv1,Conv2d,,,0.0692799985408783
26307,_feat_conv2,Conv2d,,,0.06835199892520905
26307,_classifer_fc1,Linear,,,0.02412799932062626
26307,_classifer_fc2,Linear,,,0.01635199971497059
26307,_classifer_fc3,Linear,,,0.016416000202298164
26308,_feat_conv1,Conv2d,,,0.07017599791288376
26308,_feat_conv2,Conv2d,,,0.07385600358247757
26308,_classifer_fc1,Linear,,,0.023840000852942467
26308,_classifer_fc2,Linear,,,0.0163199994713068
26308,_classifer_fc3,Linear,,,0.016224000602960587
26309,_feat_conv1,Conv2d,,,0.06761600077152252
26309,_feat_conv2,Conv2d,7303296.0,3120972.201034292,0.6952000260353088
26309,_classifer_fc1,Linear,,,0.02396799996495247
26309,_classifer_fc2,Linear,,,0.016287999227643013
26309,_classifer_fc3,Linear,,,0.012608000077307224
26310,_feat_conv1,Conv2d,,,0.06815999746322632
26310,_feat_conv2,Conv2d,,,0.0655359998345375
26310,_classifer_fc1,Linear,,,0.024064000695943832
26310,_classifer_fc2,Linear,,,0.016127999871969223
26310,_classifer_fc3,Linear,,,0.016448000445961952
26311,_feat_conv1,Conv2d,,,0.06880000233650208
26311,_feat_conv2,Conv2d,,,0.07174400240182877
26311,_classifer_fc1,Linear,,,0.024512000381946564
26311,_classifer_fc2,Linear,,,0.0161920003592968
26311,_classifer_fc3,Linear,,,0.012640000320971012
26312,_feat_conv1,Conv2d,,,0.06796800345182419
26312,_feat_conv2,Conv2d,,,0.07251200079917908
26312,_classifer_fc1,Linear,,,0.024159999564290047
26312,_classifer_fc2,Linear,,,0.016224000602960587
26312,_classifer_fc3,Linear,,,0.01616000011563301
26313,_feat_conv1,Conv2d,,,0.06911999732255936
26313,_feat_conv2,Conv2d,,,0.07094399631023407
26313,_classifer_fc1,Linear,,,0.02396799996495247
26313,_classifer_fc2,Linear,,,0.016224000602960587
26313,_classifer_fc3,Linear,,,0.016607999801635742
26314,_feat_conv1,Conv2d,,,0.87254399061203
26314,_feat_conv2,Conv2d,,,0.9464960098266602
26314,_classifer_fc1,Linear,,,0.024927999824285507
26314,_classifer_fc2,Linear,,,0.01616000011563301
26314,_classifer_fc3,Linear,,,0.016383999958634377
26315,_feat_conv1,Conv2d,,,0.06668800115585327
26315,_feat_conv2,Conv2d,,,0.07068800181150436
26315,_classifer_fc1,Linear,,,0.024191999807953835
26315,_classifer_fc2,Linear,,,0.016383999958634377
26315,_classifer_fc3,Linear,,,0.012671999633312225
26316,_feat_conv1,Conv2d,,,0.0684799998998642
26316,_feat_conv2,Conv2d,,,0.07795199751853943
26316,_classifer_fc1,Linear,,,0.023871999233961105
26316,_classifer_fc2,Linear,,,0.016095999628305435
26316,_classifer_fc3,Linear,,,0.012640000320971012
26317,_feat_conv1,Conv2d,,,0.06220800057053566
26317,_feat_conv2,Conv2d,,,0.07494399696588516
26317,_classifer_fc1,Linear,,,0.023391999304294586
26317,_classifer_fc2,Linear,,,0.0161920003592968
26317,_classifer_fc3,Linear,,,0.016224000602960587
26318,_feat_conv1,Conv2d,,,0.06835199892520905
26318,_feat_conv2,Conv2d,,,0.07203199714422226
26318,_classifer_fc1,Linear,,,0.02457600086927414
26318,_classifer_fc2,Linear,,,0.016256000846624374
26318,_classifer_fc3,Linear,7303296.0,3120972.201034292,0.012640000320971012
26319,_feat_conv1,Conv2d,,,0.06908799707889557
26319,_feat_conv2,Conv2d,,,0.07772800326347351
26319,_classifer_fc1,Linear,,,0.024224000051617622
26319,_classifer_fc2,Linear,,,0.016287999227643013
26319,_classifer_fc3,Linear,,,0.016575999557971954
26320,_feat_conv1,Conv2d,,,0.06880000233650208
26320,_feat_conv2,Conv2d,,,0.07180800288915634
26320,_classifer_fc1,Linear,,,0.023903999477624893
26320,_classifer_fc2,Linear,,,0.016127999871969223
26320,_classifer_fc3,Linear,,,0.012768000364303589
26321,_feat_conv1,Conv2d,,,0.06691200286149979
26321,_feat_conv2,Conv2d,,,0.07049600034952164
26321,_classifer_fc1,Linear,7303296.0,3120972.201034292,0.024000000208616257
26321,_classifer_fc2,Linear,,,0.016287999227643013
26321,_classifer_fc3,Linear,,,0.01651199907064438
26322,_feat_conv1,Conv2d,,,0.0684799998998642
26322,_feat_conv2,Conv2d,,,0.06864000111818314
26322,_classifer_fc1,Linear,,,0.024480000138282776
26322,_classifer_fc2,Linear,,,0.016127999871969223
26322,_classifer_fc3,Linear,,,0.012543999589979649
26323,_feat_conv1,Conv2d,,,0.0687360018491745
26323,_feat_conv2,Conv2d,,,0.06992000341415405
26323,_classifer_fc1,Linear,,,0.02412799932062626
26323,_classifer_fc2,Linear,,,0.016256000846624374
26323,_classifer_fc3,Linear,,,0.016543999314308167
26324,_feat_conv1,Conv2d,,,0.06771200150251389
26324,_feat_conv2,Conv2d,,,0.07123199850320816
26324,_classifer_fc1,Linear,,,0.023840000852942467
26324,_classifer_fc2,Linear,,,0.016256000846624374
26324,_classifer_fc3,Linear,,,0.016256000846624374
26325,_feat_conv1,Conv2d,,,0.06867200136184692
26325,_feat_conv2,Conv2d,,,0.06963200122117996
26325,_classifer_fc1,Linear,,,0.024064000695943832
26325,_classifer_fc2,Linear,,,0.016287999227643013
26325,_classifer_fc3,Linear,,,0.01648000068962574
26326,_feat_conv1,Conv2d,,,0.06678400188684464
26326,_feat_conv2,Conv2d,,,0.06982400268316269
26326,_classifer_fc1,Linear,,,0.024064000695943832
26326,_classifer_fc2,Linear,,,0.0163199994713068
26326,_classifer_fc3,Linear,,,0.0161920003592968
26327,_feat_conv1,Conv2d,,,0.06780800223350525
26327,_feat_conv2,Conv2d,,,0.07145600020885468
26327,_classifer_fc1,Linear,,,0.0244159996509552
26327,_classifer_fc2,Linear,,,0.01616000011563301
26327,_classifer_fc3,Linear,,,0.012575999833643436
26328,_feat_conv1,Conv2d,,,0.06921599805355072
26328,_feat_conv2,Conv2d,,,0.0751039981842041
26328,_classifer_fc1,Linear,,,0.024351999163627625
26328,_classifer_fc2,Linear,,,0.01616000011563301
26328,_classifer_fc3,Linear,,,0.016063999384641647
26329,_feat_conv1,Conv2d,,,0.06851200014352798
26329,_feat_conv2,Conv2d,,,0.8599039912223816
26329,_classifer_fc1,Linear,,,0.5204160213470459
26329,_classifer_fc2,Linear,,,0.016448000445961952
26329,_classifer_fc3,Linear,,,0.012543999589979649
26330,_feat_conv1,Conv2d,,,0.06460800021886826
26330,_feat_conv2,Conv2d,,,0.07798399776220322
26330,_classifer_fc1,Linear,7303296.0,3120972.201034292,0.6547200083732605
26330,_classifer_fc2,Linear,,,0.0161920003592968
26330,_classifer_fc3,Linear,,,0.012992000207304955
26331,_feat_conv1,Conv2d,,,0.06678400188684464
26331,_feat_conv2,Conv2d,,,0.07452800124883652
26331,_classifer_fc1,Linear,,,0.5363839864730835
26331,_classifer_fc2,Linear,,,0.01616000011563301
26331,_classifer_fc3,Linear,,,0.012992000207304955
26332,_feat_conv1,Conv2d,,,0.06467200070619583
26332,_feat_conv2,Conv2d,,,0.07116799801588058
26332,_classifer_fc1,Linear,7303296.0,3120972.201034292,0.518559992313385
26332,_classifer_fc2,Linear,,,0.016416000202298164
26332,_classifer_fc3,Linear,,,0.012575999833643436
26333,_feat_conv1,Conv2d,,,0.06924799829721451
26333,_feat_conv2,Conv2d,,,0.07075200229883194
26333,_classifer_fc1,Linear,,,0.024447999894618988
26333,_classifer_fc2,Linear,,,0.016224000602960587
26333,_classifer_fc3,Linear,,,0.016383999958634377
26334,_feat_conv1,Conv2d,,,0.06771200150251389
26334,_feat_conv2,Conv2d,,,0.07081600278615952
26334,_classifer_fc1,Linear,,,0.024159999564290047
26334,_classifer_fc2,Linear,,,0.016224000602960587
26334,_classifer_fc3,Linear,,,0.01616000011563301
26335,_feat_conv1,Conv2d,,,0.06880000233650208
26335,_feat_conv2,Conv2d,,,0.07177600264549255
26335,_classifer_fc1,Linear,,,0.02409599907696247
26335,_classifer_fc2,Linear,,,0.016256000846624374
26335,_classifer_fc3,Linear,,,0.016543999314308167
26336,_feat_conv1,Conv2d,,,0.06924799829721451
26336,_feat_conv2,Conv2d,,,0.07577600330114365
26336,_classifer_fc1,Linear,,,0.02425600029528141
26336,_classifer_fc2,Linear,,,0.016416000202298164
26336,_classifer_fc3,Linear,,,0.016287999227643013
26337,_feat_conv1,Conv2d,,,0.06771200150251389
26337,_feat_conv2,Conv2d,,,0.06694400310516357
26337,_classifer_fc1,Linear,,,0.024447999894618988
26337,_classifer_fc2,Linear,,,0.016287999227643013
26337,_classifer_fc3,Linear,,,0.01616000011563301
26338,_feat_conv1,Conv2d,,,0.7761600017547607
26338,_feat_conv2,Conv2d,,,0.5794240236282349
26338,_classifer_fc1,Linear,,,0.024288000538945198
26338,_classifer_fc2,Linear,,,0.0161920003592968
26338,_classifer_fc3,Linear,,,0.01651199907064438
26339,_feat_conv1,Conv2d,,,0.06860800087451935
26339,_feat_conv2,Conv2d,,,0.06876800209283829
26339,_classifer_fc1,Linear,,,0.02473600022494793
26339,_classifer_fc2,Linear,,,0.016224000602960587
26339,_classifer_fc3,Linear,,,0.012703999876976013
26340,_feat_conv1,Conv2d,,,0.06844799965620041
26340,_feat_conv2,Conv2d,,,0.06566400080919266
26340,_classifer_fc1,Linear,,,0.024000000208616257
26340,_classifer_fc2,Linear,,,0.016256000846624374
26340,_classifer_fc3,Linear,,,0.016543999314308167
26341,_feat_conv1,Conv2d,,,0.06867200136184692
26341,_feat_conv2,Conv2d,,,0.06563200056552887
26341,_classifer_fc1,Linear,,,0.023744000121951103
26341,_classifer_fc2,Linear,,,0.016256000846624374
26341,_classifer_fc3,Linear,,,0.01616000011563301
26342,_feat_conv1,Conv2d,,,0.06940799951553345
26342,_feat_conv2,Conv2d,,,0.06764800101518631
26342,_classifer_fc1,Linear,,,0.024512000381946564
26342,_classifer_fc2,Linear,,,0.016127999871969223
26342,_classifer_fc3,Linear,,,0.012608000077307224
26343,_feat_conv1,Conv2d,,,0.06457599997520447
26343,_feat_conv2,Conv2d,,,0.06703999638557434
26343,_classifer_fc1,Linear,,,1.768671989440918
26343,_classifer_fc2,Linear,,,0.016256000846624374
26343,_classifer_fc3,Linear,,,0.01651199907064438
26344,_feat_conv1,Conv2d,,,0.0697920024394989
26344,_feat_conv2,Conv2d,,,0.07791999727487564
26344,_classifer_fc1,Linear,,,0.025919999927282333
26344,_classifer_fc2,Linear,,,0.016287999227643013
26344,_classifer_fc3,Linear,,,0.012703999876976013
26345,_feat_conv1,Conv2d,,,0.06966400146484375
26345,_feat_conv2,Conv2d,,,0.07103999704122543
26345,_classifer_fc1,Linear,,,0.024064000695943832
26345,_classifer_fc2,Linear,,,0.0161920003592968
26345,_classifer_fc3,Linear,,,0.013024000450968742
26346,_feat_conv1,Conv2d,,,0.06918399780988693
26346,_feat_conv2,Conv2d,,,0.07545600086450577
26346,_classifer_fc1,Linear,,,0.024383999407291412
26346,_classifer_fc2,Linear,,,0.016256000846624374
26346,_classifer_fc3,Linear,,,0.016256000846624374
26347,_feat_conv1,Conv2d,,,0.06796800345182419
26347,_feat_conv2,Conv2d,,,0.06665600091218948
26347,_classifer_fc1,Linear,,,0.024351999163627625
26347,_classifer_fc2,Linear,,,0.016224000602960587
26347,_classifer_fc3,Linear,,,0.01651199907064438
26348,_feat_conv1,Conv2d,,,0.06771200150251389
26348,_feat_conv2,Conv2d,,,0.0711359977722168
26348,_classifer_fc1,Linear,,,0.023871999233961105
26348,_classifer_fc2,Linear,,,0.016095999628305435
26348,_classifer_fc3,Linear,,,0.0161920003592968
26349,_feat_conv1,Conv2d,,,0.06988800317049026
26349,_feat_conv2,Conv2d,,,0.07043199986219406
26349,_classifer_fc1,Linear,,,0.02393599972128868
26349,_classifer_fc2,Linear,,,0.01616000011563301
