cycle,layer_name,layer_type,layer_power_including_idle_power_micro_watt,layer_power_excluding_idle_power_micro_watt,layer_run_time
1,_feat_conv1,Conv2d,,,0.5506560206413269
1,_feat_conv2,Conv2d,,,0.07766400277614594
1,_classifer_fc1,Linear,,,0.5030080080032349
1,_classifer_fc2,Linear,,,0.016256000846624374
1,_classifer_fc3,Linear,,,0.01651199907064438
2,_feat_conv1,Conv2d,8653824.0,4471500.201034293,0.9275839924812317
2,_feat_conv2,Conv2d,,,0.5956799983978271
2,_classifer_fc1,Linear,,,0.024383999407291412
2,_classifer_fc2,Linear,,,0.01651199907064438
2,_classifer_fc3,Linear,,,0.012671999633312225
3,_feat_conv1,Conv2d,,,0.0674239993095398
3,_feat_conv2,Conv2d,,,0.07491199672222137
3,_classifer_fc1,Linear,,,0.027424000203609467
3,_classifer_fc2,Linear,,,0.01635199971497059
3,_classifer_fc3,Linear,,,0.016095999628305435
4,_feat_conv1,Conv2d,,,0.07014399766921997
4,_feat_conv2,Conv2d,,,0.06656000018119812
4,_classifer_fc1,Linear,,,0.0244159996509552
4,_classifer_fc2,Linear,,,0.01635199971497059
4,_classifer_fc3,Linear,,,0.012703999876976013
5,_feat_conv1,Conv2d,,,0.06918399780988693
5,_feat_conv2,Conv2d,,,0.07427199929952621
5,_classifer_fc1,Linear,,,0.024351999163627625
5,_classifer_fc2,Linear,,,0.016287999227643013
5,_classifer_fc3,Linear,,,0.012575999833643436
6,_feat_conv1,Conv2d,,,0.0687360018491745
6,_feat_conv2,Conv2d,,,0.06684800237417221
6,_classifer_fc1,Linear,,,0.024288000538945198
6,_classifer_fc2,Linear,,,0.016224000602960587
6,_classifer_fc3,Linear,,,0.016607999801635742
7,_feat_conv1,Conv2d,,,0.06892800331115723
7,_feat_conv2,Conv2d,,,0.07148800045251846
7,_classifer_fc1,Linear,,,0.023871999233961105
7,_classifer_fc2,Linear,,,0.016256000846624374
7,_classifer_fc3,Linear,,,0.012671999633312225
8,_feat_conv1,Conv2d,,,0.06764800101518631
8,_feat_conv2,Conv2d,,,0.06672000139951706
8,_classifer_fc1,Linear,,,0.024224000051617622
8,_classifer_fc2,Linear,,,0.016256000846624374
8,_classifer_fc3,Linear,,,0.012959999963641167
9,_feat_conv1,Conv2d,,,0.06857600063085556
9,_feat_conv2,Conv2d,,,0.07804799824953079
9,_classifer_fc1,Linear,,,0.0244159996509552
9,_classifer_fc2,Linear,,,0.0161920003592968
9,_classifer_fc3,Linear,,,0.016736000776290894
10,_feat_conv1,Conv2d,,,0.06982400268316269
10,_feat_conv2,Conv2d,,,0.07161600142717361
10,_classifer_fc1,Linear,,,0.023903999477624893
10,_classifer_fc2,Linear,,,0.016287999227643013
10,_classifer_fc3,Linear,,,0.01648000068962574
11,_feat_conv1,Conv2d,,,0.06691200286149979
11,_feat_conv2,Conv2d,,,0.07030399888753891
11,_classifer_fc1,Linear,,,0.02425600029528141
11,_classifer_fc2,Linear,,,0.016095999628305435
11,_classifer_fc3,Linear,,,0.016224000602960587
12,_feat_conv1,Conv2d,,,0.06851200014352798
12,_feat_conv2,Conv2d,,,0.07769600301980972
12,_classifer_fc1,Linear,,,0.024447999894618988
12,_classifer_fc2,Linear,,,0.01648000068962574
12,_classifer_fc3,Linear,,,0.01648000068962574
13,_feat_conv1,Conv2d,,,0.06963200122117996
13,_feat_conv2,Conv2d,,,0.07865600287914276
13,_classifer_fc1,Linear,,,0.024351999163627625
13,_classifer_fc2,Linear,,,0.01616000011563301
13,_classifer_fc3,Linear,,,0.012640000320971012
14,_feat_conv1,Conv2d,,,0.06889600306749344
14,_feat_conv2,Conv2d,,,0.07862400263547897
14,_classifer_fc1,Linear,,,0.024831999093294144
14,_classifer_fc2,Linear,,,0.016256000846624374
14,_classifer_fc3,Linear,,,0.012959999963641167
15,_feat_conv1,Conv2d,,,0.06678400188684464
15,_feat_conv2,Conv2d,,,0.07369600236415863
15,_classifer_fc1,Linear,,,0.02425600029528141
15,_classifer_fc2,Linear,,,0.016224000602960587
15,_classifer_fc3,Linear,,,0.012608000077307224
16,_feat_conv1,Conv2d,,,0.0687360018491745
16,_feat_conv2,Conv2d,,,0.07785599678754807
16,_classifer_fc1,Linear,,,0.024032000452280045
16,_classifer_fc2,Linear,,,0.01616000011563301
16,_classifer_fc3,Linear,,,0.012608000077307224
17,_feat_conv1,Conv2d,,,0.06943999975919724
17,_feat_conv2,Conv2d,,,0.06595200300216675
17,_classifer_fc1,Linear,,,0.02393599972128868
17,_classifer_fc2,Linear,,,0.016256000846624374
17,_classifer_fc3,Linear,,,0.0163199994713068
18,_feat_conv1,Conv2d,,,0.06908799707889557
18,_feat_conv2,Conv2d,,,0.07523199915885925
18,_classifer_fc1,Linear,,,0.024383999407291412
18,_classifer_fc2,Linear,,,0.0161920003592968
18,_classifer_fc3,Linear,,,0.012640000320971012
19,_feat_conv1,Conv2d,,,0.06771200150251389
19,_feat_conv2,Conv2d,,,0.06831999868154526
19,_classifer_fc1,Linear,,,0.02409599907696247
19,_classifer_fc2,Linear,,,0.016256000846624374
19,_classifer_fc3,Linear,,,0.016448000445961952
20,_feat_conv1,Conv2d,,,0.06854400038719177
20,_feat_conv2,Conv2d,,,0.07487999647855759
20,_classifer_fc1,Linear,,,0.02425600029528141
20,_classifer_fc2,Linear,,,0.016224000602960587
20,_classifer_fc3,Linear,,,0.016416000202298164
21,_feat_conv1,Conv2d,,,0.06956800073385239
21,_feat_conv2,Conv2d,,,0.07494399696588516
21,_classifer_fc1,Linear,,,0.024351999163627625
21,_classifer_fc2,Linear,,,0.016127999871969223
21,_classifer_fc3,Linear,,,0.016416000202298164
22,_feat_conv1,Conv2d,,,0.06831999868154526
22,_feat_conv2,Conv2d,,,0.07148800045251846
22,_classifer_fc1,Linear,,,0.024191999807953835
22,_classifer_fc2,Linear,,,0.0163199994713068
22,_classifer_fc3,Linear,,,0.016127999871969223
23,_feat_conv1,Conv2d,,,0.06860800087451935
23,_feat_conv2,Conv2d,,,0.07430399954319
23,_classifer_fc1,Linear,,,0.024351999163627625
23,_classifer_fc2,Linear,,,0.016224000602960587
23,_classifer_fc3,Linear,,,0.016543999314308167
24,_feat_conv1,Conv2d,,,0.5468479990959167
24,_feat_conv2,Conv2d,,,0.06806399673223495
24,_classifer_fc1,Linear,,,0.028224000707268715
24,_classifer_fc2,Linear,,,0.0161920003592968
24,_classifer_fc3,Linear,,,0.016543999314308167
25,_feat_conv1,Conv2d,,,0.06828799843788147
25,_feat_conv2,Conv2d,,,0.07235199958086014
25,_classifer_fc1,Linear,,,0.024159999564290047
25,_classifer_fc2,Linear,,,0.0161920003592968
25,_classifer_fc3,Linear,,,0.012736000120639801
26,_feat_conv1,Conv2d,,,0.06937599927186966
26,_feat_conv2,Conv2d,,,0.07769600301980972
26,_classifer_fc1,Linear,,,0.024288000538945198
26,_classifer_fc2,Linear,,,0.016383999958634377
26,_classifer_fc3,Linear,,,0.016448000445961952
27,_feat_conv1,Conv2d,,,0.06867200136184692
27,_feat_conv2,Conv2d,,,0.06784000247716904
27,_classifer_fc1,Linear,,,0.024320000782608986
27,_classifer_fc2,Linear,,,0.01616000011563301
27,_classifer_fc3,Linear,,,0.012575999833643436
28,_feat_conv1,Conv2d,,,0.06915199756622314
28,_feat_conv2,Conv2d,,,0.07433599978685379
28,_classifer_fc1,Linear,,,0.02412799932062626
28,_classifer_fc2,Linear,,,0.016287999227643013
28,_classifer_fc3,Linear,,,0.016256000846624374
29,_feat_conv1,Conv2d,,,0.06918399780988693
29,_feat_conv2,Conv2d,,,0.06649599969387054
29,_classifer_fc1,Linear,,,0.024224000051617622
29,_classifer_fc2,Linear,,,0.016224000602960587
29,_classifer_fc3,Linear,,,0.012608000077307224
30,_feat_conv1,Conv2d,,,0.06905599683523178
30,_feat_conv2,Conv2d,8333312.0,4150988.201034292,1.1153919696807861
30,_classifer_fc1,Linear,,,0.024224000051617622
30,_classifer_fc2,Linear,,,0.016224000602960587
30,_classifer_fc3,Linear,,,0.01616000011563301
31,_feat_conv1,Conv2d,,,0.06956800073385239
31,_feat_conv2,Conv2d,,,0.07238399982452393
31,_classifer_fc1,Linear,,,0.024224000051617622
31,_classifer_fc2,Linear,,,0.016256000846624374
31,_classifer_fc3,Linear,,,0.012640000320971012
32,_feat_conv1,Conv2d,,,0.06943999975919724
32,_feat_conv2,Conv2d,,,0.07862400263547897
32,_classifer_fc1,Linear,,,0.023871999233961105
32,_classifer_fc2,Linear,,,0.016256000846624374
32,_classifer_fc3,Linear,,,0.013088000006973743
33,_feat_conv1,Conv2d,,,0.06672000139951706
33,_feat_conv2,Conv2d,,,0.06563200056552887
33,_classifer_fc1,Linear,,,0.024191999807953835
33,_classifer_fc2,Linear,,,0.016127999871969223
33,_classifer_fc3,Linear,,,0.01616000011563301
34,_feat_conv1,Conv2d,,,0.06880000233650208
34,_feat_conv2,Conv2d,,,0.07056000083684921
34,_classifer_fc1,Linear,,,0.024159999564290047
34,_classifer_fc2,Linear,,,0.016287999227643013
34,_classifer_fc3,Linear,,,0.012640000320971012
35,_feat_conv1,Conv2d,,,0.06960000097751617
35,_feat_conv2,Conv2d,,,0.07382400333881378
35,_classifer_fc1,Linear,,,0.024288000538945198
35,_classifer_fc2,Linear,,,0.016095999628305435
35,_classifer_fc3,Linear,,,0.016448000445961952
36,_feat_conv1,Conv2d,,,0.06915199756622314
36,_feat_conv2,Conv2d,,,0.06710399687290192
36,_classifer_fc1,Linear,,,0.024288000538945198
36,_classifer_fc2,Linear,,,0.016127999871969223
36,_classifer_fc3,Linear,,,0.012703999876976013
37,_feat_conv1,Conv2d,,,0.06854400038719177
37,_feat_conv2,Conv2d,,,0.0655680000782013
37,_classifer_fc1,Linear,,,0.024159999564290047
37,_classifer_fc2,Linear,,,0.016127999871969223
37,_classifer_fc3,Linear,,,0.01651199907064438
38,_feat_conv1,Conv2d,,,0.06774400174617767
38,_feat_conv2,Conv2d,,,0.0713919997215271
38,_classifer_fc1,Linear,,,0.024000000208616257
38,_classifer_fc2,Linear,,,0.0161920003592968
38,_classifer_fc3,Linear,,,0.0161920003592968
39,_feat_conv1,Conv2d,,,0.06835199892520905
39,_feat_conv2,Conv2d,,,0.06537599861621857
39,_classifer_fc1,Linear,,,0.024480000138282776
39,_classifer_fc2,Linear,,,0.016256000846624374
39,_classifer_fc3,Linear,,,0.016448000445961952
40,_feat_conv1,Conv2d,,,0.06947200000286102
40,_feat_conv2,Conv2d,,,0.07683199644088745
40,_classifer_fc1,Linear,8213120.0,4030796.201034292,1.7657599449157715
40,_classifer_fc2,Linear,,,0.01648000068962574
40,_classifer_fc3,Linear,,,0.016127999871969223
41,_feat_conv1,Conv2d,,,0.0687360018491745
41,_feat_conv2,Conv2d,,,0.07753600180149078
41,_classifer_fc1,Linear,,,0.02412799932062626
41,_classifer_fc2,Linear,,,0.01398400031030178
41,_classifer_fc3,Linear,,,0.012671999633312225
42,_feat_conv1,Conv2d,,,0.06233600154519081
42,_feat_conv2,Conv2d,,,0.07519999891519547
42,_classifer_fc1,Linear,,,0.02319999970495701
42,_classifer_fc2,Linear,,,0.01616000011563301
42,_classifer_fc3,Linear,,,0.016224000602960587
43,_feat_conv1,Conv2d,,,0.06854400038719177
43,_feat_conv2,Conv2d,,,0.06649599969387054
43,_classifer_fc1,Linear,,,0.024064000695943832
43,_classifer_fc2,Linear,,,0.016224000602960587
43,_classifer_fc3,Linear,,,0.012640000320971012
44,_feat_conv1,Conv2d,,,0.06774400174617767
44,_feat_conv2,Conv2d,,,0.07081600278615952
44,_classifer_fc1,Linear,,,0.024032000452280045
44,_classifer_fc2,Linear,,,0.016224000602960587
44,_classifer_fc3,Linear,,,0.012992000207304955
45,_feat_conv1,Conv2d,,,0.0684799998998642
45,_feat_conv2,Conv2d,,,0.07814399898052216
45,_classifer_fc1,Linear,,,0.02377600036561489
45,_classifer_fc2,Linear,,,0.016287999227643013
45,_classifer_fc3,Linear,,,0.016607999801635742
46,_feat_conv1,Conv2d,,,0.06966400146484375
46,_feat_conv2,Conv2d,,,0.07145600020885468
46,_classifer_fc1,Linear,,,0.024351999163627625
46,_classifer_fc2,Linear,,,0.016287999227643013
46,_classifer_fc3,Linear,,,0.0161920003592968
47,_feat_conv1,Conv2d,,,0.5465599894523621
47,_feat_conv2,Conv2d,,,0.06652799993753433
47,_classifer_fc1,Linear,,,0.024032000452280045
47,_classifer_fc2,Linear,,,0.016256000846624374
47,_classifer_fc3,Linear,,,0.016224000602960587
48,_feat_conv1,Conv2d,,,0.06755200028419495
48,_feat_conv2,Conv2d,,,0.06630399823188782
48,_classifer_fc1,Linear,,,0.024191999807953835
48,_classifer_fc2,Linear,,,0.0163199994713068
48,_classifer_fc3,Linear,,,0.016224000602960587
49,_feat_conv1,Conv2d,,,0.06656000018119812
49,_feat_conv2,Conv2d,,,0.07487999647855759
49,_classifer_fc1,Linear,,,0.026079999282956123
49,_classifer_fc2,Linear,,,0.016127999871969223
49,_classifer_fc3,Linear,,,0.01616000011563301
50,_feat_conv1,Conv2d,,,0.06815999746322632
50,_feat_conv2,Conv2d,8132992.0,3950668.201034292,0.8585280179977417
50,_classifer_fc1,Linear,,,0.02319999970495701
50,_classifer_fc2,Linear,,,0.016416000202298164
50,_classifer_fc3,Linear,,,0.012640000320971012
51,_feat_conv1,Conv2d,,,0.06844799965620041
51,_feat_conv2,Conv2d,,,0.07088000327348709
51,_classifer_fc1,Linear,,,0.02412799932062626
51,_classifer_fc2,Linear,,,0.016224000602960587
51,_classifer_fc3,Linear,,,0.016224000602960587
52,_feat_conv1,Conv2d,,,0.06851200014352798
52,_feat_conv2,Conv2d,,,0.07475200295448303
52,_classifer_fc1,Linear,,,0.02396799996495247
52,_classifer_fc2,Linear,,,0.016575999557971954
52,_classifer_fc3,Linear,,,0.0161920003592968
53,_feat_conv1,Conv2d,,,0.06960000097751617
53,_feat_conv2,Conv2d,,,0.07171200215816498
53,_classifer_fc1,Linear,,,0.024288000538945198
53,_classifer_fc2,Linear,,,0.0161920003592968
53,_classifer_fc3,Linear,,,0.016448000445961952
54,_feat_conv1,Conv2d,,,0.0692799985408783
54,_feat_conv2,Conv2d,,,0.06828799843788147
54,_classifer_fc1,Linear,,,0.024159999564290047
54,_classifer_fc2,Linear,8092928.0,3910604.201034292,0.016224000602960587
54,_classifer_fc3,Linear,,,0.016575999557971954
55,_feat_conv1,Conv2d,,,0.06841599941253662
55,_feat_conv2,Conv2d,,,0.0777600035071373
55,_classifer_fc1,Linear,,,0.02454400062561035
55,_classifer_fc2,Linear,,,0.016256000846624374
55,_classifer_fc3,Linear,,,0.01648000068962574
56,_feat_conv1,Conv2d,,,0.06886400282382965
56,_feat_conv2,Conv2d,,,0.07513599842786789
56,_classifer_fc1,Linear,,,0.024159999564290047
56,_classifer_fc2,Linear,,,0.016287999227643013
56,_classifer_fc3,Linear,,,0.012575999833643436
57,_feat_conv1,Conv2d,,,0.06915199756622314
57,_feat_conv2,Conv2d,,,0.07465600222349167
57,_classifer_fc1,Linear,,,0.024159999564290047
57,_classifer_fc2,Linear,,,0.016256000846624374
57,_classifer_fc3,Linear,,,0.016448000445961952
58,_feat_conv1,Conv2d,,,0.06940799951553345
58,_feat_conv2,Conv2d,,,0.0713919997215271
58,_classifer_fc1,Linear,,,0.02425600029528141
58,_classifer_fc2,Linear,,,0.0163199994713068
58,_classifer_fc3,Linear,,,0.012640000320971012
59,_feat_conv1,Conv2d,,,0.06854400038719177
59,_feat_conv2,Conv2d,,,0.07440000027418137
59,_classifer_fc1,Linear,,,0.023552000522613525
59,_classifer_fc2,Linear,,,0.016095999628305435
59,_classifer_fc3,Linear,,,0.012640000320971012
60,_feat_conv1,Conv2d,,,0.06956800073385239
60,_feat_conv2,Conv2d,8052864.0,3870540.201034292,0.07276800274848938
60,_classifer_fc1,Linear,,,0.023871999233961105
60,_classifer_fc2,Linear,,,0.016224000602960587
60,_classifer_fc3,Linear,,,0.016256000846624374
61,_feat_conv1,Conv2d,,,0.06867200136184692
61,_feat_conv2,Conv2d,8052864.0,3870540.201034292,0.562720000743866
61,_classifer_fc1,Linear,,,0.0244159996509552
61,_classifer_fc2,Linear,,,0.016224000602960587
61,_classifer_fc3,Linear,,,0.016256000846624374
62,_feat_conv1,Conv2d,,,0.06854400038719177
62,_feat_conv2,Conv2d,,,0.07478400319814682
62,_classifer_fc1,Linear,,,0.02489599958062172
62,_classifer_fc2,Linear,,,0.016224000602960587
62,_classifer_fc3,Linear,,,0.01651199907064438
63,_feat_conv1,Conv2d,,,0.06860800087451935
63,_feat_conv2,Conv2d,,,0.07088000327348709
63,_classifer_fc1,Linear,,,0.024064000695943832
63,_classifer_fc2,Linear,,,0.0163199994713068
63,_classifer_fc3,Linear,,,0.012640000320971012
64,_feat_conv1,Conv2d,,,0.06924799829721451
64,_feat_conv2,Conv2d,,,0.07468800246715546
64,_classifer_fc1,Linear,,,0.024800000712275505
64,_classifer_fc2,Linear,,,0.016224000602960587
64,_classifer_fc3,Linear,,,0.016448000445961952
65,_feat_conv1,Conv2d,,,0.06710399687290192
65,_feat_conv2,Conv2d,,,0.07414399832487106
65,_classifer_fc1,Linear,,,0.024191999807953835
65,_classifer_fc2,Linear,,,0.016224000602960587
65,_classifer_fc3,Linear,,,0.012703999876976013
66,_feat_conv1,Conv2d,,,0.06860800087451935
66,_feat_conv2,Conv2d,,,0.07747200131416321
66,_classifer_fc1,Linear,,,0.024768000468611717
66,_classifer_fc2,Linear,,,0.016224000602960587
66,_classifer_fc3,Linear,,,0.012608000077307224
67,_feat_conv1,Conv2d,,,0.06992000341415405
67,_feat_conv2,Conv2d,,,0.07158400118350983
67,_classifer_fc1,Linear,,,0.024000000208616257
67,_classifer_fc2,Linear,,,0.016224000602960587
67,_classifer_fc3,Linear,,,0.016416000202298164
68,_feat_conv1,Conv2d,,,0.0689919963479042
68,_feat_conv2,Conv2d,,,0.07158400118350983
68,_classifer_fc1,Linear,,,0.02454400062561035
68,_classifer_fc2,Linear,,,0.01616000011563301
68,_classifer_fc3,Linear,,,0.012608000077307224
69,_feat_conv1,Conv2d,,,0.0676800012588501
69,_feat_conv2,Conv2d,,,0.07132799923419952
69,_classifer_fc1,Linear,,,0.02409599907696247
69,_classifer_fc2,Linear,,,0.016224000602960587
69,_classifer_fc3,Linear,,,0.01651199907064438
70,_feat_conv1,Conv2d,8012800.0,3830476.201034292,0.9231680035591125
70,_feat_conv2,Conv2d,,,0.5947200059890747
70,_classifer_fc1,Linear,,,0.024191999807953835
70,_classifer_fc2,Linear,,,0.01616000011563301
70,_classifer_fc3,Linear,,,0.012543999589979649
71,_feat_conv1,Conv2d,,,0.06969600170850754
71,_feat_conv2,Conv2d,,,0.07497599720954895
71,_classifer_fc1,Linear,,,0.02457600086927414
71,_classifer_fc2,Linear,,,0.016287999227643013
71,_classifer_fc3,Linear,,,0.0161920003592968
72,_feat_conv1,Conv2d,,,0.06940799951553345
72,_feat_conv2,Conv2d,7972736.0,3790412.201034292,1.8125120401382446
72,_classifer_fc1,Linear,,,0.02412799932062626
72,_classifer_fc2,Linear,,,0.016224000602960587
72,_classifer_fc3,Linear,,,0.01616000011563301
73,_feat_conv1,Conv2d,,,0.06835199892520905
73,_feat_conv2,Conv2d,,,0.07100799679756165
73,_classifer_fc1,Linear,,,0.02454400062561035
73,_classifer_fc2,Linear,,,0.0161920003592968
73,_classifer_fc3,Linear,,,0.012512000277638435
74,_feat_conv1,Conv2d,,,0.07004799693822861
74,_feat_conv2,Conv2d,,,0.07622399926185608
74,_classifer_fc1,Linear,,,0.0244159996509552
74,_classifer_fc2,Linear,,,0.0161920003592968
74,_classifer_fc3,Linear,,,0.016607999801635742
75,_feat_conv1,Conv2d,,,0.06896000355482101
75,_feat_conv2,Conv2d,,,0.07062400132417679
75,_classifer_fc1,Linear,,,0.02425600029528141
75,_classifer_fc2,Linear,,,0.016256000846624374
75,_classifer_fc3,Linear,,,0.012671999633312225
76,_feat_conv1,Conv2d,,,0.06841599941253662
76,_feat_conv2,Conv2d,,,0.06992000341415405
76,_classifer_fc1,Linear,,,0.024159999564290047
76,_classifer_fc2,Linear,,,0.0163199994713068
76,_classifer_fc3,Linear,,,0.016607999801635742
77,_feat_conv1,Conv2d,,,0.06787200272083282
77,_feat_conv2,Conv2d,,,0.07126399874687195
77,_classifer_fc1,Linear,,,0.024064000695943832
77,_classifer_fc2,Linear,,,0.01635199971497059
77,_classifer_fc3,Linear,,,0.016224000602960587
78,_feat_conv1,Conv2d,,,0.06870400160551071
78,_feat_conv2,Conv2d,,,0.0692799985408783
78,_classifer_fc1,Linear,,,0.024159999564290047
78,_classifer_fc2,Linear,,,0.016224000602960587
78,_classifer_fc3,Linear,,,0.016575999557971954
79,_feat_conv1,Conv2d,7932672.0,3750348.201034292,0.0676800012588501
79,_feat_conv2,Conv2d,,,0.07103999704122543
79,_classifer_fc1,Linear,,,0.024000000208616257
79,_classifer_fc2,Linear,,,0.016448000445961952
79,_classifer_fc3,Linear,,,0.016095999628305435
80,_feat_conv1,Conv2d,,,0.06771200150251389
80,_feat_conv2,Conv2d,,,0.06758400052785873
80,_classifer_fc1,Linear,,,0.024383999407291412
80,_classifer_fc2,Linear,,,0.0161920003592968
80,_classifer_fc3,Linear,,,0.01398400031030178
81,_feat_conv1,Conv2d,,,0.06857600063085556
81,_feat_conv2,Conv2d,,,0.0745600014925003
81,_classifer_fc1,Linear,,,0.02409599907696247
81,_classifer_fc2,Linear,,,0.01616000011563301
81,_classifer_fc3,Linear,,,0.012512000277638435
82,_feat_conv1,Conv2d,,,0.06960000097751617
82,_feat_conv2,Conv2d,,,0.07849600166082382
82,_classifer_fc1,Linear,,,0.024480000138282776
82,_classifer_fc2,Linear,,,0.016256000846624374
82,_classifer_fc3,Linear,,,0.016448000445961952
83,_feat_conv1,Conv2d,,,0.06931199878454208
83,_feat_conv2,Conv2d,,,0.07152000069618225
83,_classifer_fc1,Linear,,,0.024320000782608986
83,_classifer_fc2,Linear,,,0.01616000011563301
83,_classifer_fc3,Linear,,,0.012608000077307224
84,_feat_conv1,Conv2d,,,0.06915199756622314
84,_feat_conv2,Conv2d,,,0.07779199630022049
84,_classifer_fc1,Linear,,,0.024159999564290047
84,_classifer_fc2,Linear,,,0.016287999227643013
84,_classifer_fc3,Linear,,,0.012640000320971012
85,_feat_conv1,Conv2d,,,0.06931199878454208
85,_feat_conv2,Conv2d,,,0.06643199920654297
85,_classifer_fc1,Linear,,,0.023840000852942467
85,_classifer_fc2,Linear,,,0.0161920003592968
85,_classifer_fc3,Linear,,,0.0161920003592968
86,_feat_conv1,Conv2d,,,0.07020799815654755
86,_feat_conv2,Conv2d,,,0.0745600014925003
86,_classifer_fc1,Linear,,,0.024320000782608986
86,_classifer_fc2,Linear,,,0.016287999227643013
86,_classifer_fc3,Linear,,,0.012640000320971012
87,_feat_conv1,Conv2d,,,0.06771200150251389
87,_feat_conv2,Conv2d,,,0.06672000139951706
87,_classifer_fc1,Linear,,,0.024159999564290047
87,_classifer_fc2,Linear,,,0.01616000011563301
87,_classifer_fc3,Linear,,,0.016095999628305435
88,_feat_conv1,Conv2d,,,0.06800000369548798
88,_feat_conv2,Conv2d,,,0.07049600034952164
88,_classifer_fc1,Linear,,,0.024320000782608986
88,_classifer_fc2,Linear,,,0.016383999958634377
88,_classifer_fc3,Linear,,,0.016224000602960587
89,_feat_conv1,Conv2d,,,0.06880000233650208
89,_feat_conv2,Conv2d,,,0.06652799993753433
89,_classifer_fc1,Linear,,,0.023871999233961105
89,_classifer_fc2,Linear,,,0.0161920003592968
89,_classifer_fc3,Linear,,,0.01648000068962574
90,_feat_conv1,Conv2d,,,0.06940799951553345
90,_feat_conv2,Conv2d,,,0.06918399780988693
90,_classifer_fc1,Linear,,,0.02380800060927868
90,_classifer_fc2,Linear,,,0.01651199907064438
90,_classifer_fc3,Linear,,,0.016224000602960587
91,_feat_conv1,Conv2d,,,0.06915199756622314
91,_feat_conv2,Conv2d,,,0.07004799693822861
91,_classifer_fc1,Linear,,,0.024159999564290047
91,_classifer_fc2,Linear,,,0.0161920003592968
91,_classifer_fc3,Linear,,,0.012543999589979649
92,_feat_conv1,Conv2d,,,0.06665600091218948
92,_feat_conv2,Conv2d,,,0.07478400319814682
92,_classifer_fc1,Linear,,,0.023871999233961105
92,_classifer_fc2,Linear,,,0.016383999958634377
92,_classifer_fc3,Linear,,,0.01648000068962574
93,_feat_conv1,Conv2d,,,0.06896000355482101
93,_feat_conv2,Conv2d,,,0.07072000205516815
93,_classifer_fc1,Linear,,,0.024224000051617622
93,_classifer_fc2,Linear,,,0.016256000846624374
93,_classifer_fc3,Linear,,,0.012671999633312225
94,_feat_conv1,Conv2d,7812480.0,3630156.201034292,1.8095999956130981
94,_feat_conv2,Conv2d,7852544.0,3670220.201034292,0.5438719987869263
94,_classifer_fc1,Linear,,,0.02409599907696247
94,_classifer_fc2,Linear,,,0.016416000202298164
94,_classifer_fc3,Linear,,,0.01651199907064438
95,_feat_conv1,Conv2d,,,0.06790400296449661
95,_feat_conv2,Conv2d,,,0.06880000233650208
95,_classifer_fc1,Linear,,,0.0244159996509552
95,_classifer_fc2,Linear,,,0.016256000846624374
95,_classifer_fc3,Linear,,,0.01616000011563301
96,_feat_conv1,Conv2d,,,0.06870400160551071
96,_feat_conv2,Conv2d,,,0.0711359977722168
96,_classifer_fc1,Linear,,,0.024032000452280045
96,_classifer_fc2,Linear,,,0.0161920003592968
96,_classifer_fc3,Linear,,,0.01648000068962574
97,_feat_conv1,Conv2d,,,0.06828799843788147
97,_feat_conv2,Conv2d,,,0.07440000027418137
97,_classifer_fc1,Linear,,,0.024159999564290047
97,_classifer_fc2,Linear,,,0.016416000202298164
97,_classifer_fc3,Linear,,,0.016256000846624374
98,_feat_conv1,Conv2d,,,0.06758400052785873
98,_feat_conv2,Conv2d,,,0.06790400296449661
98,_classifer_fc1,Linear,,,0.02454400062561035
98,_classifer_fc2,Linear,,,0.0161920003592968
98,_classifer_fc3,Linear,,,0.012736000120639801
99,_feat_conv1,Conv2d,,,0.0697920024394989
99,_feat_conv2,Conv2d,,,0.07148800045251846
99,_classifer_fc1,Linear,,,0.02412799932062626
99,_classifer_fc2,Linear,,,0.016256000846624374
99,_classifer_fc3,Linear,,,0.016416000202298164
100,_feat_conv1,Conv2d,,,0.06854400038719177
100,_feat_conv2,Conv2d,7812480.0,3630156.201034292,0.06976000219583511
100,_classifer_fc1,Linear,,,0.023903999477624893
100,_classifer_fc2,Linear,,,0.016127999871969223
100,_classifer_fc3,Linear,,,0.012608000077307224
101,_feat_conv1,Conv2d,,,0.06771200150251389
101,_feat_conv2,Conv2d,,,0.07807999849319458
101,_classifer_fc1,Linear,,,0.02582399919629097
101,_classifer_fc2,Linear,,,0.016383999958634377
101,_classifer_fc3,Linear,,,0.01651199907064438
102,_feat_conv1,Conv2d,,,0.06864000111818314
102,_feat_conv2,Conv2d,,,0.07276800274848938
102,_classifer_fc1,Linear,,,0.024224000051617622
102,_classifer_fc2,Linear,,,0.0161920003592968
102,_classifer_fc3,Linear,,,0.01283199992030859
103,_feat_conv1,Conv2d,,,0.06659200042486191
103,_feat_conv2,Conv2d,,,0.07315199822187424
103,_classifer_fc1,Linear,,,0.02457600086927414
103,_classifer_fc2,Linear,,,0.016224000602960587
103,_classifer_fc3,Linear,,,0.016543999314308167
104,_feat_conv1,Conv2d,,,0.06921599805355072
104,_feat_conv2,Conv2d,,,0.06896000355482101
104,_classifer_fc1,Linear,,,0.024224000051617622
104,_classifer_fc2,Linear,,,0.01648000068962574
104,_classifer_fc3,Linear,,,0.012640000320971012
105,_feat_conv1,Conv2d,7772416.0,3590092.201034292,0.06844799965620041
